Région,Délegation,Commune,Nom établissement,Catégorie
Marrakech-Safi,Marrakech,Ménara (Arrond.),Mhamid 9,CSU-1
Marrakech-Safi,Marrakech,Harbil,Tamansourt A,CSU-1
Marrakech-Safi,Marrakech,Annakhil (Arrond.),Ennakhil,CSU-1
Marrakech-Safi,Marrakech,Sidi Youssef Ben Ali (Arrond.),Sidi Youssef Ben Ali,CSU-1
Marrakech-Safi,Marrakech,Ménara (Arrond.),Houmane El Fetouaki (Askjour),CSU-1
Marrakech-Safi,Marrakech,Gueliz (Arrond.),Koudia,CSU-1
Marrakech-Safi,Rehamena,Ben Guerir (Mun.),Ifriquia 2,CDTMR
Marrakech-Safi,Rehamena,Sidi Bou Othmane (Mun.),Chems,CSU-1
Marrakech-Safi,Rehamena,Ben Guerir (Mun.),Takaddoum (Ben Guerir),CSU-1
Marrakech-Safi,Rehamena,Ben Guerir (Mun.),Ryad   ,CSU-1
Marrakech-Safi,Rehamena,Ben Guerir (Mun.),Ifriquia,CSU-1
Marrakech-Safi,Rehamena,Sidi Bou Othmane (Mun.),Sidi Bou Othmane,CSU-2
Marrakech-Safi,Rehamena,Sidi Ali Labrahla,S.Ali Labrahla,CSR-1
Marrakech-Safi,Rehamena,Oulad Hassoune Hamri,Od HASSOUNE,CSR-1
Marrakech-Safi,Rehamena,Labrikiyne,Labrikiyne,CSR-2
Marrakech-Safi,Rehamena,Labrikiyne,Od El Hadj,DR
Marrakech-Safi,Rehamena,Jaafra,Jaafra,CSR-1
Marrakech-Safi,Rehamena,Sidi Abdallah,Sidi Abdellah,CSR-1
Marrakech-Safi,Rehamena,Skoura Lhadra,Skoura Lhadra (Od Z. Nass),DR
Marrakech-Safi,Rehamena,Skoura Lhadra,Skoura Laananat,CSR-2
Marrakech-Safi,Rehamena,Sidi Ghanem,S. Ghanem (Ouled Abbou),CSR-2
Marrakech-Safi,Rehamena,Sidi Mansour,Sidi  Mansour,CSR-1
Marrakech-Safi,Rehamena,Skhour Rehamna,Skhour Rhamna,CSR-2
Marrakech-Safi,Rehamena,Oulad Aamer Tizmarine,Od AMER TIZMARINE,CSR-1
Marrakech-Safi,Rehamena,Ait Hammou,Ait Hammou,CSR-1
Marrakech-Safi,Rehamena,Ait Hammou,Oulad Abid Hommad,DR
Marrakech-Safi,Rehamena,Bouchane,Bouchane,CSR-2
Marrakech-Safi,Rehamena,Ait Taleb,Ait Taleb,CSR-1
Marrakech-Safi,Rehamena,Ait Taleb,Tadlate,DR
Marrakech-Safi,Rehamena,Nzalat Laadam,Nzalat Laadam,CSR-2
Marrakech-Safi,Rehamena,Lamharra,Lamharra,CSR-2
Marrakech-Safi,Rehamena,Oulad Imloul,Oulad Imloul,CSR-1
Marrakech-Safi,Rehamena,Akarma,Akarma,CSR-1
Marrakech-Safi,Rehamena,Tlauh,Tlauh,CSR-1
Marrakech-Safi,Rehamena,Jaidate,Jaidate,CSR-1
Marrakech-Safi,Rehamena,Ras Ain Rhamna,Ras  El Ain,CSR-2
Marrakech-Safi,Rehamena,Bourrous,Bourrous,CSR-1
Marrakech-Safi,Rehamena,Sidi Boubker,Sidi Boubker,CSR-1
Marrakech-Safi,Rehamena,Sidi Boubker,Od ZBAIR,DR
Marrakech-Safi,Rehamena,Jbilate,Jbilate,CSR-1
Marrakech-Safi,Rehamena,Ben Guerir (Mun.),Benguerir,CRSR
Marrakech-Safi,Safi,Lamsabih,Lamsabih,CSR-1
Marrakech-Safi,Safi,El Gouraani,El Gourani,CSR-1
Marrakech-Safi,Safi,Sidi Aissa,sidi Aissa,CSR-1
Marrakech-Safi,Safi,Lamrasla,Lamrasla,CSR-1
Marrakech-Safi,Safi,Sidi Ettiji,Sidi Ettijji,CSR-1
Marrakech-Safi,Safi,Safi (Mun.),Labo. Epidemiologique,LSP
Marrakech-Safi,Safi,Lahdar,Lahdar,CSR-1
Marrakech-Safi,Safi,Labkhati,labkhati,CSR-1
Marrakech-Safi,Safi,Safi (Mun.),Azib Darai,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Jrifat,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Oukba Ibnou Nafia,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Sfa,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Medina,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Anass,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Sidi Ouassel,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Kawki,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Kolea,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Zin El Aabidine,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Aviation (Al Matar),CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Biyada,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Sidi Abdelkrim,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Sidi Bouzid,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Kariat Chems,CSU-1
Marrakech-Safi,Safi,Safi (Mun.),Ibn Rochd,CSU-1
Marrakech-Safi,Safi,Jamaat Shaim (Mun.),Jamaat Shaim,CSU-2
Marrakech-Safi,Safi,Sebt Gzoula (Mun.),Sebt Gzoula,CSU-2
Marrakech-Safi,Safi,El Ghiate,El Ghiate,CSR-2
Marrakech-Safi,Safi,El Ghiate,Od AISSA,DR
Marrakech-Safi,Safi,Khatazakane,Khatazakane,CSR-1
Marrakech-Safi,Safi,Ouled Salmane,Od SALMAN (SIDI SAID),CSR-1
Marrakech-Safi,Safi,Laamamra,Bouderaa,CSR-1
Marrakech-Safi,Safi,Laamamra,Laghouizate,DR
Marrakech-Safi,Safi,Nagga,Mostafa Zargui,CSR-2
Marrakech-Safi,Safi,Atouabet,Dar Lamine,CSR-1
Marrakech-Safi,Safi,Atouabet,Atouabet,DR
Marrakech-Safi,Safi,Lamaachate,Souiria Kdima,CSR-1
Marrakech-Safi,Safi,Lamaachate,Hall Louad,DR
Marrakech-Safi,Safi,Dar Si Aissa,Dar El Caid,CSR-1
Marrakech-Safi,Safi,Saadla,Loulad,CSR-1
Marrakech-Safi,Safi,Hrara,Hrara,CSR-2
Marrakech-Safi,Safi,Moul El Bergui,Moul El Bergui,CSR-1
Marrakech-Safi,Safi,El Beddouza,El Beddouza,CSR-2
Marrakech-Safi,Safi,Ayir,Laakarta,CSR-1
Marrakech-Safi,Safi,Safi (Mun.),Centre De Reference,CRSR
Marrakech-Safi,Safi,Safi (Mun.),C.Diagnostic Tuberculose,CDTMR
Marrakech-Safi,Safi,Bouguedra,Bouguedra,CSR-2
Marrakech-Safi,Safi,Chahda,Chahda,CSR-1
Marrakech-Safi,Youssoufia,Youssoufia (Mun.),Youssoufia,CSU-1
Marrakech-Safi,Youssoufia,Youssoufia (Mun.),Raya,CSU-1
Marrakech-Safi,Youssoufia,Youssoufia (Mun.),Essalam,CSU-1
Marrakech-Safi,Youssoufia,Echemmaia (Mun.),Echemmaia,CSU-2
Marrakech-Safi,Youssoufia,Ighoud,Ighoud,CSR-2
Marrakech-Safi,Youssoufia,Jdour,Jdour,CSR-1
Marrakech-Safi,Youssoufia,Jnane Bouih,Jnane Bouih,CSR-1
Marrakech-Safi,Youssoufia,Sidi Chiker,Sidi Chiker,CSR-2
Marrakech-Safi,Youssoufia,Sidi Chiker,Msabih Talaa,DR
Marrakech-Safi,Youssoufia,Esbiaat,Fouraa,CSR-1
Marrakech-Safi,Youssoufia,Esbiaat,ZAOUIT BOUTAYEB,DR
Marrakech-Safi,Youssoufia,El Gantour,Sidi Ahmed,CSR-1
Marrakech-Safi,Youssoufia,Lakhoualqa,Lakhoualqa,CSR-1
Marrakech-Safi,Youssoufia,Ras El Ain,Ras El Ain,CSR-2
Marrakech-Safi,Youssoufia,Ras El Ain,Labdadgha,DR
Marrakech-Safi,Youssoufia,Atiamim,Atiamim,CSR-1
Marrakech-Safi,Youssoufia,Lakhoualqa,Louihate,DR
Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,Ifegh,DR
Drâa-Tafilalet,Errachidia,Amellagou,Amellagou,CSR-2
Drâa-Tafilalet,Errachidia,Amellagou,Agoudim,DR
Drâa-Tafilalet,Errachidia,Ferkla El Oulia,Asrir,CSR-2
Drâa-Tafilalet,Errachidia,Ferkla Es-soufla,Ketaa El Oued,CSR-2
Drâa-Tafilalet,Errachidia,Ferkla Es-soufla,Tizougaghine,DR
Drâa-Tafilalet,Errachidia,Gheris El Ouloui,Ait Ihya Ou Atmane,CSR-1
Drâa-Tafilalet,Errachidia,Gheris Es-soufli,Ouakka,CSR-1
Drâa-Tafilalet,Errachidia,Gheris Es-soufli,Tilouine,DR
Drâa-Tafilalet,Errachidia,Tadighoust,Tadighoust,CSR-2
Drâa-Tafilalet,Errachidia,Melaab,Melaab,CSR-2
Drâa-Tafilalet,Errachidia,Melaab,Touroug,DR
Drâa-Tafilalet,Errachidia,Melaab,Igli,CSR-2
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Centre de Référence,CRSR
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Abderrahmane Sahraoui,CDTMR
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Abderrahmane Sahraoui,LSP
Drâa-Tafilalet,Errachidia,Jorf (Mun.),Jorf,CSU-2
Drâa-Tafilalet,Errachidia,Moulay Ali Cherif (Mun.),Sijilmassa (Kakou Hammou Dada),CSU-2
Drâa-Tafilalet,Errachidia,Moulay Ali Cherif (Mun.),Moulaye Ali Cherif,CSU-1
Drâa-Tafilalet,Errachidia,Tinejdad (Mun.),Amraoui Brahim,CSU-2
Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,oulad maatallah(ouald bhar),CSR-1
Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,Maadid,DR
Drâa-Tafilalet,Errachidia,Es-sifa,Es-Sifa,CSR-2
Drâa-Tafilalet,Errachidia,Aarab Sebbah Gheris,Hannabou,CSR-1
Drâa-Tafilalet,Errachidia,Fezna,Fezna,CSR-1
Drâa-Tafilalet,Errachidia,Aoufous,Aoufous,CSR-2
Drâa-Tafilalet,Errachidia,Aoufous,Zaouit Amelkis,DR
Drâa-Tafilalet,Errachidia,Aoufous,Oulad Chaker,DR
Drâa-Tafilalet,Errachidia,Er-rteb,Zaouia Jdida,CSR-1
Drâa-Tafilalet,Errachidia,Er-rteb,Zrigate,CSR-2
Drâa-Tafilalet,Errachidia,Er-rteb,Douira,DR
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,Bni Moussi (Chorfa M'daghra),CSR-1
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,Meski,CSR-1
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,Ksar Jdid (Kasba),DR
Drâa-Tafilalet,Errachidia,Lkheng,Lkheng,CSR-1
Drâa-Tafilalet,Errachidia,Lkheng,Ait Atmane,DR
Drâa-Tafilalet,Errachidia,Oued Naam,Sahli,CSR-1
Drâa-Tafilalet,Errachidia,Oued Naam,Tazougarte,DR
Drâa-Tafilalet,Errachidia,Oued Naam,Bni Ouziem,DR
Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,El Mansouria,CSR-1
Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,Ouled Abdelhalim,DR
Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,El Ghorfa,DR
Drâa-Tafilalet,Errachidia,Bni M'Hamed-Sijelmassa,Jbil,DR
Drâa-Tafilalet,Errachidia,Er-rissani,Mezguida,CSR-1
Drâa-Tafilalet,Errachidia,Es-sfalat,Es-Falat,CSR-2
Drâa-Tafilalet,Errachidia,Et-taous,Merzouga,CSR-2
Drâa-Tafilalet,Errachidia,Et-taous,Et-Taouz,DR
Drâa-Tafilalet,Errachidia,Sidi Ali,Sidi Ali(Tafraoute),CSR-2
Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,Aghbalou N'kerdous,CSR-2
Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,Igoudmane,DR
Drâa-Tafilalet,Errachidia,Arfoud (Mun.),Hassan Eddakhil,CSU-1
Drâa-Tafilalet,Errachidia,Boudnib (Mun.),Boudnib,CSU-2
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Abderrahmane Sahraoui,CSU-1
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Med Zerktouni,CSU-1
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Mustapha Maani,CSU-1
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),Allal Ben Abdellah,CSU-1
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,Oulad Bounaji (Ouled Lhaj),CSR-1
Drâa-Tafilalet,Errachidia,Errachidia (Mun.),El Qods,CSU-1
Drâa-Tafilalet,Errachidia,Goulmima (Mun.),Guoulmima,CSU-1
Drâa-Tafilalet,Errachidia,Et-taous,Hassi Labyed,DR
Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,Oulad Zahra,CSR-1
Drâa-Tafilalet,Errachidia,Aghbalou N'Kerdous,Taoudaate,DR
Drâa-Tafilalet,Errachidia,Tadighoust,Amsed,DR
Drâa-Tafilalet,Errachidia,Es-sfalat,Tingrasse,DR
Drâa-Tafilalet,Midelt,Midelt (Mun.),Hassan II,CSU-1
Drâa-Tafilalet,Midelt,Midelt (Mun.),Souk El Had,CSU-1
Drâa-Tafilalet,Midelt,Er-rich (Mun.),Er-Rich,CSU-2
Drâa-Tafilalet,Midelt,Er-rich (Mun.),Tahmidante,CSU-1
Drâa-Tafilalet,Midelt,Guers Tiaallaline,Kerrandou,CSR-2
Drâa-Tafilalet,Midelt,Guers Tiaallaline,Tazmamarte,DR
Drâa-Tafilalet,Midelt,Guers Tiaallaline,Ait Attou,DR
Drâa-Tafilalet,Midelt,Guers Tiaallaline,Ait Khoujmane,DR
Drâa-Tafilalet,Midelt,En-nzala,En-Nzala,CSR-1
Drâa-Tafilalet,Midelt,M'Zizel,M'zizel,CSR-1
Drâa-Tafilalet,Midelt,M'Zizel,Ait Moussa Ou Ali,DR
Drâa-Tafilalet,Midelt,Sidi Aayad,Tillichte,CSR-1
Drâa-Tafilalet,Midelt,Zaouiat Sidi Hamza,Zaouiat S.Hamza,CSR-2
Drâa-Tafilalet,Midelt,Guir,Toulal,CSR-1
Drâa-Tafilalet,Midelt,Gourrama,Gourrama,CSR-2
Drâa-Tafilalet,Midelt,Gourrama,Tit N'Ali,DR
Drâa-Tafilalet,Midelt,Ait Yahya,Tazarine (A.Hatab),CSR-2
Drâa-Tafilalet,Midelt,Ait Yahya,Tisraouline,DR
Drâa-Tafilalet,Midelt,Amouguer,Amouguer,CSR-2
Drâa-Tafilalet,Midelt,Amouguer,Ait Yaacoub,DR
Drâa-Tafilalet,Midelt,Imilchil,Imilchil,CSR-2
Drâa-Tafilalet,Midelt,Imilchil,Ait Abdi,DR
Drâa-Tafilalet,Midelt,Imilchil,Tilmi,DR
Drâa-Tafilalet,Midelt,Bou Azmou,Bou-Azmou,CSR-1
Drâa-Tafilalet,Midelt,Bou Azmou,Agdal,DR
Drâa-Tafilalet,Midelt,Outerbat,Outerbat,CSR-2
Drâa-Tafilalet,Midelt,Anemzi,Anemzi,CSR-1
Drâa-Tafilalet,Midelt,Anemzi,Tirghiste,DR
Drâa-Tafilalet,Midelt,Anemzi,Anfgou,CSR-2
Drâa-Tafilalet,Midelt,Agoudim,Agoudim,CSR-1
Drâa-Tafilalet,Midelt,Agoudim,Lougagh,DR
Drâa-Tafilalet,Midelt,Ait Izdeg,Ait Izdeg,CSR-1
Drâa-Tafilalet,Midelt,Ait Ayach,Ait Oumghar,CSR-1
Drâa-Tafilalet,Midelt,Mibladen,Mibladen,CSR-1
Drâa-Tafilalet,Midelt,Mibladen,Taghazoute,DR
Drâa-Tafilalet,Midelt,Amersid,Amersid,CSR-1
Drâa-Tafilalet,Midelt,Amersid,Bouayach,DR
Drâa-Tafilalet,Midelt,Amersid,Zebzate,DR
Drâa-Tafilalet,Midelt,Amersid,Bertate,DR
Drâa-Tafilalet,Midelt,Tanourdi,Tanourdi,CSR-1
Drâa-Tafilalet,Midelt,Tizi N'Ghachou,Tizi N'ghachou,CSR-1
Drâa-Tafilalet,Midelt,Boumia (Mun),Boumia,CSU-2
Drâa-Tafilalet,Midelt,Aghbalou,Aghbalou,CSR-2
Drâa-Tafilalet,Midelt,Aghbalou,Ait Ouahi Ou Hakki,DR
Drâa-Tafilalet,Midelt,Ait Ben Yacoub,Tamayouste,CSR-1
Drâa-Tafilalet,Midelt,Itzer,Itzer,CSR-2
Drâa-Tafilalet,Midelt,Sidi Yahya Ou Youssef,Bouadel,CSR-1
Drâa-Tafilalet,Midelt,Sidi Yahya Ou Youssef,Tikajiouine,DR
Drâa-Tafilalet,Midelt,Tounfite,Tounfite,CSR-2
Drâa-Tafilalet,Midelt,Zaida,Zaida,CSR-2
Drâa-Tafilalet,Midelt,Zaida,Ait Mouly,DR
Drâa-Tafilalet,Midelt,Tounfite,Ait Lahri,DR
Drâa-Tafilalet,Midelt,Outerbat,Ait Yahya Ousghir,DR
Drâa-Tafilalet,Midelt,Boumia (Mun),Boulbzouz,DR
Drâa-Tafilalet,Midelt,Ait Ayach,Sidi Boumoussa,DR
Drâa-Tafilalet,Midelt,Gourrama,Almou Abouri,DR
Drâa-Tafilalet,Midelt,Guir,Baknou,DR
Drâa-Tafilalet,Midelt,Ait Ben Yacoub,Al Khoukhate,DR
Drâa-Tafilalet,Midelt,Agoudim,TAARAAT,DR
Drâa-Tafilalet,Midelt,Anemzi,AIT MARZOUG,DR
Drâa-Tafilalet,Midelt,En-nzala,Ait Laabass,DR
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Tassoumaate,CSU-1
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Douar Chems,CSU-1
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Sidi Daoud,CSU-1
Drâa-Tafilalet,Ouarzazate,Taznakht (Mun.),Taznakht,CSU-2
Drâa-Tafilalet,Ouarzazate,Ait Zineb,Timedline,CSR-2
Drâa-Tafilalet,Ouarzazate,Ait Zineb,Tikirte,DR
Drâa-Tafilalet,Ouarzazate,Ait Zineb,Ait Benhaddou,DR
Drâa-Tafilalet,Ouarzazate,Amerzgane,Amerzgane,CSR-1
Drâa-Tafilalet,Ouarzazate,Khouzama,Tachoukchte,CSR-1
Drâa-Tafilalet,Ouarzazate,Khouzama,Anmid,DR
Drâa-Tafilalet,Ouarzazate,Siroua,Anzal,CSR-2
Drâa-Tafilalet,Ouarzazate,Siroua,Tamelloukte,DR
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,Ighrem,CSR-2
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,Agouim,DR
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,Tisselday,DR
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,Tamstinte,DR
Drâa-Tafilalet,Ouarzazate,Tidli,Sour,CSR-2
Drâa-Tafilalet,Ouarzazate,Tidli,Tamaste,DR
Drâa-Tafilalet,Ouarzazate,Iznaguen,Souk Asdif,CSR-1
Drâa-Tafilalet,Ouarzazate,Iznaguen,Asdif,CSR-2
Drâa-Tafilalet,Ouarzazate,Iznaguen,Tamaarofte,DR
Drâa-Tafilalet,Ouarzazate,Ouisselsate,Timjichte,CSR-1
Drâa-Tafilalet,Ouarzazate,Ouisselsate,Taouinkhte,DR
Drâa-Tafilalet,Ouarzazate,Ouisselsate,Zaouit Sidi Blal,DR
Drâa-Tafilalet,Ouarzazate,Siroua,N'kob,DR
Drâa-Tafilalet,Ouarzazate,Telouet,Telouet,CSR-2
Drâa-Tafilalet,Ouarzazate,Telouet,Anmiter,DR
Drâa-Tafilalet,Ouarzazate,Tarmigt,Tarmigte,CSR-1
Drâa-Tafilalet,Ouarzazate,Tarmigt,Telmasla,DR
Drâa-Tafilalet,Ouarzazate,Ghassate,Ghassate,CSR-1
Drâa-Tafilalet,Ouarzazate,Ghassate,Imi-N-Ouassif,DR
Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,Bourmane,CSR-2
Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,Imi N'oulaoune,DR
Drâa-Tafilalet,Ouarzazate,Toundoute,Toundoute,CSR-2
Drâa-Tafilalet,Ouarzazate,Toundoute,Targa,DR
Drâa-Tafilalet,Ouarzazate,Idelsane,Idelsane,CSR-1
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Skoura,CSR-2
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Imassine,DR
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Od SLIMANE,DR
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Hbabza,DR
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Bougafer,CDTMR
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Bougafer,LSP
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Ouarzazate,CRSR
Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,Assaka Kantoula,DR
Drâa-Tafilalet,Ouarzazate,Ouarzazate (Mun.),Ait Kdif,CSU-1
Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,Amzri,CSR-1
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,Medri,DR
Drâa-Tafilalet,Tinghir,Tinghir (Mun.),Tinghir,CSU-1
Drâa-Tafilalet,Tinghir,Boumalne Dades (Mun.),Boumalne,CSU-2
Drâa-Tafilalet,Tinghir,Boumalne Dades (Mun.),Boumalne,CSU-1
Drâa-Tafilalet,Tinghir,Kalaat M'Gouna (Mun.),El Kelaa,CSU-1
Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,Ait Hmad,CSR-1
Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,Boutaghrar,DR
Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,Ouzighimte,DR
Drâa-Tafilalet,Tinghir,Ait Sedrate JbelEL Soufla,Ait Idir,CSR-2
Drâa-Tafilalet,Tinghir,Ait Sedrate JbelEl Oulia,Ait Hammou Osaid (Tizguine),CSR-1
Drâa-Tafilalet,Tinghir,Ait Youl,Ait Youl,CSR-1
Drâa-Tafilalet,Tinghir,Ikniouen,Ikniouen,CSR-2
Drâa-Tafilalet,Tinghir,Ikniouen,Igherm Amzdar,DR
Drâa-Tafilalet,Tinghir,M'Semrir,M'semrir,CSR-2
Drâa-Tafilalet,Tinghir,M'Semrir,Oussikiss,DR
Drâa-Tafilalet,Tinghir,Tilmi,Tilmi,CSR-1
Drâa-Tafilalet,Tinghir,Tilmi,Ait Merghad,DR
Drâa-Tafilalet,Tinghir,Ait Sedrate Sahl Charkia,Tassouite,CSR-1
Drâa-Tafilalet,Tinghir,Ait Sedrate Sahl El Gharbia,A.Tazarine,CSR-1
Drâa-Tafilalet,Tinghir,Ait Ouassif,Azrou,CSR-1
Drâa-Tafilalet,Tinghir,Souk Lakhmis Dades,Khmis,CSR-2
Drâa-Tafilalet,Tinghir,Souk Lakhmis Dades,Sarghine,DR
Drâa-Tafilalet,Tinghir,M'Ssici,M'ssici,CSR-1
Drâa-Tafilalet,Tinghir,M'Ssici,Fzou,DR
Drâa-Tafilalet,Tinghir,H'Ssyia,Ait Saadane,CSR-2
Drâa-Tafilalet,Tinghir,H'Ssyia,Oumjrane,DR
Drâa-Tafilalet,Tinghir,Alnif,Alnif,CSR-2
Drâa-Tafilalet,Tinghir,Alnif,Ammar,DR
Drâa-Tafilalet,Tinghir,Alnif,Timarzite,DR
Drâa-Tafilalet,Tinghir,Alnif,Ait Zegane,DR
Drâa-Tafilalet,Tinghir,Alnif,Azekor,DR
Drâa-Tafilalet,Tinghir,Taghzoute N'Ait Atta,Taghzoute,CSR-2
Drâa-Tafilalet,Tinghir,Ait El Farsi,Ait El Farsi,CSR-1
Drâa-Tafilalet,Tinghir,Toudgha Essoufla,Ait Iala,CSR-1
Drâa-Tafilalet,Tinghir,Imider,Imider,CSR-1
Drâa-Tafilalet,Tinghir,Ouaklim,Ouaklim,CSR-1
Drâa-Tafilalet,Tinghir,Toudgha El Oulia,Tizgui,CSR-1
Drâa-Tafilalet,Tinghir,Ait Hani,Ait Hani,CSR-2
Drâa-Tafilalet,Tinghir,Ait Hani,Tamtitoucht,DR
Drâa-Tafilalet,Tinghir,Assoul,Assoul,CSR-2
Drâa-Tafilalet,Tinghir,Assoul,Tana,DR
Drâa-Tafilalet,Tinghir,Assoul,Agouray,DR
Drâa-Tafilalet,Tinghir,Assoul,Tirga,DR
Drâa-Tafilalet,Zagora,Oulad Yahia Lagraire,Od SLIMANE,CSR-1
Drâa-Tafilalet,Zagora,Tamezmoute,Tamezmoute,CSR-2
Drâa-Tafilalet,Zagora,Afella N'Dra,Taghrote,CSR-1
Drâa-Tafilalet,Zagora,Mezguita,Tamnougalte,CSR-1
Drâa-Tafilalet,Zagora,Tansifte,Tasla,CSR-1
Drâa-Tafilalet,Zagora,Tansifte,Tassergate,DR
Drâa-Tafilalet,Zagora,Ait Boudaoud,Amrad,CSR-1
Drâa-Tafilalet,Zagora,Taghbalte,Taghbalte,CSR-1
Drâa-Tafilalet,Zagora,Tazarine,Tazarine,CSR-2
Drâa-Tafilalet,Zagora,M'Hamid El Ghizlane,M'hamid,CSR-2
Drâa-Tafilalet,Zagora,Ktaoua,Blida,CSR-1
Drâa-Tafilalet,Zagora,Ktaoua,Oulad Amer,DR
Drâa-Tafilalet,Zagora,Tagounite,Tagounite,CSR-2
Drâa-Tafilalet,Zagora,Tagounite,Nesrat,DR
Drâa-Tafilalet,Zagora,Fezouata,Bni Ali,CSR-1
Drâa-Tafilalet,Zagora,Tamegroute,Tamegroute,CSR-2
Drâa-Tafilalet,Zagora,Tamegroute,Ait Isfoul,DR
Drâa-Tafilalet,Zagora,Bleida,Blida Mine,CSR-1
Drâa-Tafilalet,Zagora,Bleida,Elmerja,DR
Drâa-Tafilalet,Zagora,Bouzeroual,Akhellouf,CSR-1
Drâa-Tafilalet,Zagora,Errouha,Boukhlal,CSR-2
Drâa-Tafilalet,Zagora,Ternata,Tissergate,CSR-1
Drâa-Tafilalet,Zagora,Tinzouline,Tinzouline,CSR-2
Drâa-Tafilalet,Zagora,Zagora (Mun.),Amzrou,CSU-1
Drâa-Tafilalet,Zagora,Bni Zoli,Bni Zoli,CSR-2
Drâa-Tafilalet,Zagora,Bni Zoli,Bouzergane  ,DR
Drâa-Tafilalet,Zagora,Taftechna,Taftechna,CSR-1
Drâa-Tafilalet,Zagora,Agdz (Mun.),Agdz,CSU-2
Drâa-Tafilalet,Zagora,Zagora (Mun.),Zagora,CSU-1
Drâa-Tafilalet,Zagora,Zagora (Mun.),Zaouit El Majdoub,CSU-1
Drâa-Tafilalet,Zagora,Ait Ouallal,Ait Chrou,CSR-1
Drâa-Tafilalet,Zagora,N'Kob,N'kob,CSR-2
Drâa-Tafilalet,Zagora,Afra,Afra,CSR-1
Drâa-Tafilalet,Zagora,Afra,Timederte,DR
Drâa-Tafilalet,Zagora,Errouha,Oulad Elhaj,DR
Drâa-Tafilalet,Zagora,Errouha,Zte Sidi El Baghdadi,DR
Drâa-Tafilalet,Zagora,Fezouata,Ait Ali,DR
Drâa-Tafilalet,Zagora,Fezouata,Tinfou,DR
Drâa-Tafilalet,Zagora,M'Hamid El Ghizlane,Oulad Driss,DR
Drâa-Tafilalet,Zagora,N'Kob,Site,DR
Drâa-Tafilalet,Zagora,M'Hamid El Ghizlane,Bounou,DR
